mtime,A,B,C,D,E,F,G,H,I,J
2021-11-01T08:1235,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1240,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1245,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1250,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1255,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1260,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1265,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1270,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1275,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1280,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1285,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1290,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1295,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1300,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1305,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1310,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1315,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1320,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1325,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1330,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1335,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1340,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1345,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1350,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1355,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1360,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1365,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1370,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1375,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1380,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1385,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1390,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1395,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1400,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1405,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1410,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1415,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1420,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1425,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1430,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1435,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1440,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1445,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1450,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1455,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1460,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1465,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1470,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1475,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1480,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1485,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1490,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1495,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1500,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1505,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1510,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1515,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1520,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1525,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1530,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1535,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1540,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1545,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1550,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1555,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1560,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1565,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1570,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1575,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1580,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1585,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1590,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1595,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1600,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1605,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1610,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1615,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1620,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1625,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1630,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1635,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1640,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1645,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1650,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1655,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1660,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1665,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1670,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1675,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1680,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1685,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1690,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1695,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1700,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1705,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1710,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1715,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1720,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1725,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1730,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1735,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1740,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1745,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1750,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1755,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1760,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1765,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1770,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1775,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1780,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1785,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1790,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1795,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1800,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1805,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1810,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1815,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1820,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1825,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1830,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1835,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1840,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1845,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1850,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1855,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1860,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1865,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1870,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1875,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1880,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1885,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1890,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:1895,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:1900,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:1905,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:1910,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:1915,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:1920,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:1925,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:1930,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:1935,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:1940,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:1945,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:1950,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:1955,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:1960,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:1965,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:1970,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:1975,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:1980,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:1985,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:1990,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:1995,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2000,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2005,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2010,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2015,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2020,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2025,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2030,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2035,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2040,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2045,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2050,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2055,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2060,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2065,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2070,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2075,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2080,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2085,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2090,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2095,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2100,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2105,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2110,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2115,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2120,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2125,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2130,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2135,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2140,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2145,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2150,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2155,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2160,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2165,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2170,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2175,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2180,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2185,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2190,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2195,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2200,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2205,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2210,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2215,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2220,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2225,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2230,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2235,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2240,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2245,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2250,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2255,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2260,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2265,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2270,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2275,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2280,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2285,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2290,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2295,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2300,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2305,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2310,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2315,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2320,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2325,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2330,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2335,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2340,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2345,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2350,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2355,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2360,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2365,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2370,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2375,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2380,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2385,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2390,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2395,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2400,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2405,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2410,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2415,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2420,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2425,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2430,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2435,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2440,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2445,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2450,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2455,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2460,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2465,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2470,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2475,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2480,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2485,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2490,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2495,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2500,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2505,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2510,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2515,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2520,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2525,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2530,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2535,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2540,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2545,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2550,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2555,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2560,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2565,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2570,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2575,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2580,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2585,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2590,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2595,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2600,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2605,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2610,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2615,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2620,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2625,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2630,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2635,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2640,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2645,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2650,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2655,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2660,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2665,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2670,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2675,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2680,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2685,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2690,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2695,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2700,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2705,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2710,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2715,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2720,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2725,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2730,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2735,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2740,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2745,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2750,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2755,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2760,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2765,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2770,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2775,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2780,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2785,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2790,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2795,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2800,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:2805,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2810,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2815,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2820,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2825,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2830,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2835,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2840,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2845,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2850,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2855,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2860,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2865,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2870,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2875,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2880,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2885,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2890,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:2895,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:2900,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:2905,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
